text,misogynous
mention1 io uno di sti giorni ti vengo a prende a casa e ti indommo di palate. porca puttana.,0
nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. wakeupyouwhore,1
"volete votare il talento porca puttana!!biondo non è un cazzo non ha talento è stonato quanto una campana, e carmen, bryan e lauren rischio eliminazione.  arrapatevi di meno amici17",0
"literally no woman has ever gone out like this. if they did choose though, you're a slimy cunt for cat calling url",0
"porca puttana imparate a disegnare, merde itteriche. url",0
"assurdo, fino a trenta secondi dalla fine ero sereno, contento del fatto che comunque avevamo giocato una buona partita e che la tanto temuta fregatura nel recupero fosse ormai impossibile.e poi porca puttanaccia schifosa...",0
per carità lo so che mia nonna ha 88 anni e non è colpa sua se non capisce più niente e io dovrei avere più pazienza però porca puttana url,0
thinking about my beautiful woman tina i love you ... and working in the hell hole,0
whenever anyone asks me to do anything other than get drunk or have sex url,0
mention1 ti sfonderei il culetto aggiungimi troia,1
"bitch gots me fucked up, claiming to be a grown ass women but yet you try to compare ; bitch you still ain't shit... so what's good?",1
"mention1 va benissimo, trovamene una figa con un bel culo sodo!",1
mention1 la sportività sta nel fatto che porca puttana è una squadra italiana che si è aperta il culo durante tutta la partita. ma no le persone devono sempre parlare parlare parlare mention2 realjuve mention3,0
mention1 mention2 pezzo di figa ????????????????????????,1
mention1 sei una donna bellissima hai due occhi verdi delle belle tettone e un gran bel culo,1
does he think women will like him more if he capitulates to their hysterical agenda? or perhaps he thinks that mock url,0
io e mia mamma ci siamo provate gli stessi vestiti e sono gelosa di lei???lei a 41 anni è più figa e bella di me che ne ho 18,0
white women are stupid url,1
"by making it a muslim man's right to rape non -muslim women and children. normalize it, and remove the outrage. url",1
mention1 culonalamour tojourcarta da paratifranciagif su instagram,0
che cazzo di caldo porca troia...,0
this woman in front of me really needs about 900 xanax shes just told her kid to stop being a cunt lmao,1
mention1 ,0
"mention1 ah, describing women as hysterical, how innovative, original, striking",0
dat whore karma ah bitch,0
why did women vote for trump? bitches will vote for a bitch,1
mention1 lurida schifosa merda di cane,1
mention1 sei una gran troia.......ti scoperei di brutto amore.....mmmmm,1
"mention1 then you bitch m complain when you get them haha stop being a little bitch and just accept what you are, you filthy whore ",1
mention1 lurida cagna di meretricio.,1
"mention1 then you bitch m complain when you get them haha stop being a little bitch and just accept what you are, you filthy whore ",1
mention1 ciao tesoro buon pm e buona giornata sempre più figa e sexy ti scoperei e poi ti sborrerei tutto in faccia un bacione ?,1
"lo giuro certe volte è insopportabile, la grida sempre, la chiude fuori a casissimo, nessuno ti ha chiesto di stare qua porca puttana lascia il cane in pace",0
mention1 you a lie and your barber a hoe too nigga your line up looking like a serrated knife,0
"mention1 mention2 mention3 mention4 touchdown is easy when you only choose hog nd battle ram ,then game is yours",0
"ti stupro in nome di allah"": è disponibile sul sito url un interessante ed istruttivo approfondimento del ghiro sull'islam e sul pericolo che comporta, per le donne occidentali, l'arrivo in massa di... url",0
"i don't have to smile, my emojis do that for me",0
had to block all my rl friend bc of that stupid hoe mention1,1
"mention1 io non ci stavo, cazzo!ci sono finito in mezzo per un errore nella risposta fatto da altri!cristo santo! ma vatti a leggere la linea delle risposte!io parlavo di bustine dello zucchero, porca puttana!",0
mention1 mention2 curt you slag stones off constantly ,0
hoes think just cause they don't reply it means there's no answerno consequences. lmao bitch no reply means you guilty as shit ,1
do not announce your not all men argument when i tell you that in the 16th century anything a woman did without the ok of her husband...,0
"mention1 mention2 true, many women think karl is a dick and lisa is fantastic",0
"essù dai raga ci state girando intorno per non essere espliciti, ma nilufar è na figa di legno insopportabile sembra la protagonista di uno young adult. uominiedonne",1
ma come cazzo si fá solo a pensare di mettere ranocchia prima punta porca puttana spallè,0
mention1 mention2 is this to do with crazy bitch hillary or no?,1
"l'incontro di ieri sera al mention1 con mention2 e asia argento. non una bellissima figura per l'italia, va detto, però loro molto brave e appassionate url",0
when you decide to trade your testicles in for a psychotic bitch url,1
mention1 your baby and boyfriend know you a hoe? fuckit,1
solo 85 giorni mi separano da demetria perfezione devonne dea lovato porca puttana! tellmeyoulovemetourbologna url,0
mention1 mention2 mention3 aziendalisti? ma che cazzhahahahahahahahahahahahahahaporca puttana ????? nel 2018 ancora queste merdate? ma tifa juventus e non rompere il cazzo con queste stronzate. ????,0
"rt mention1 ehi jules, devo ammettere che mi sei mancato parecchio in questi ultimi tempi.""""ma porca puttana luke, che cazzo stai di""",0
"anybody can dig a hole and plant a tree. but to make sure it survives, you have to nurture it, you have to suffer for it,jst lyk a wife.",0
mention1 and 4. i was calling you the sexist. obviously. it applies to you. dont not all men me when you cant eve url,0
"this girl got rape threats on facebook, what she did next will inspire everyone! url",0
mention1 ciao tesoro buon pm e un bacio ? ieri mi sono fatto una bella scopata con un tettona wow che goduria,1
mention1 stfu you skank!! u want this to happen.,1
mention1 and i'd rather shove the fat side of a wine bottle up your ass... we all have our preferences ,1
"when a man gives his opinion, he's a man. when a woman gives her opinion, she's a bitch. - bette davis",1
the most worthless whore and bastard cunt on url,1
to be continued cosaaaa?!? cosa porca puttana,0
"look  smith's 'ram'dom act of kindness. have you submitted your act of kindness yet? it's easy, fill out this form: url url",0
mention1 io non critico la henger... dico solo che è una figa di legno... ricordo ancora quando dovevano doppiarla nei film con rocco... roba da accaponare la pelle... bye,1
secondo me franco ha detto porca puttana e loro se la son sentita  isola,0
underneath it all im held captive by the hole inside ive been holding back for the fear that you might change your mind,0
mention1 sei la tettona preferita,1
good morning sweet peeps! woke up to see that gini blocked me! her lost the stupid bitch! have a good day all! i know i will! ,1
"halloweencostumeideas kim kardashian's vagina... in other words, ground beef.",1
mention1 mention2 asia argento tutto il superfluo del pensiero,0
"mention1 hehehe!io a dar gli ordini! come cagna nn sei male, bisogna vedere quanto la tua parte di sottomessa e' disponibile a donarsi? url",1
"mention1 not all women deserve respect. not all men deserve respect. respect is earned, not deserved. metoo auspol",0
loro sono più forti ma una figura del genere(in casa) non era preventivabile. siamo la juve porca puttana e questa sconfitta mi da al cazzo perché siamo una squadra che ha fatto due finali champions in 3 anni e non una cenerentola. juvereal,0
mention1  ho you doubt me?,0
when someone leaves a dumb comment url,0
darlington rape verdict: attacker with hatred of women who described england as a 'bitch country' url,1
rape charges isnt the way to get revenge you fuckin dumb bitch  you gonna get ya self locked up . ya boy got the plug,1
mention1 x la vacca musulmanagt;gt; egregio baldracca musulmana fetente- questo dovevano fare a te - brutta puttana di merda.,1
mention1 third i do not remember calling her a slut or a whore or a bitch o saying anything else at all so char url,0
"mention1 ma porca puttana, a modena!!!!",0
"mention1 nice dp ram sir.......none other than you is the best brand ambassador of new shining telangana....jai telangana - from. sameer nawaz. (jubilee hills constituency, hyderabad)",0
mention1 mention2 omg! megyn is a skank. you have that right.,1
"stop asking me how many people i've slept with, your guess is as good as mine",0
"mention1 what a dick you are, do you think westminster is doing a good job for the uk?",0
this hoe gone say ' i want some dick but not in my vagina' like girl ,1
rt mention1 cagna pompinara.... url,1
mai andare in vacanza senza portarsi appresso una bella tettona sempre accesa e vogliosa racconti erotici url,1
how can a bitch fuck with a man who has a girlfriend .. a pregnant girlfriend lmao fucking hoes,1
mention1 ti avrei presa con molto gusto erotico scopata culo fica e bocca sborrata tutta fino a farti impazzire dal godimento erotico e urlare sono una puttana pompinara sborratoio umano,1
bitch niggas get mad wen women tell em the truth they mama's was too pussy to say. not my fault son ,0
ao proteggi ar volo er culo rotto de sta pompinara mention1 che domani je vado sotto a mention2 voto vede se me ride in faccia,1
how fast i catch feelings vs how fast i move on url,0
when he promised you he was gonna 'fuck the shit out of you' but can't even make it to round two. url,0
"why dont you want kids? every women should want kids! first of all, bitch, not w this president and our economy",1
ma ve pare che devo avere le fitte allo stomaco per l'ansia a causa delle cazzate porca puttana,0
"always remember, it's not whether you can or you can't, but that nobody gives a fuck either way",0
"mention1 mia mamma si è permessa di usare la mia scatola super figa, a due piani, della stabilo",0
puttana deficiente io ti bloccoooo puttana non hai idea ora metto il tuo sei proprio una luridaaaaaaq url,1
mention1 gran bel culo leccherei volentieri anche la figa,1
"scusate, ma quindi anche sefora va via????ma che cazzo porca di quella troia puttana io vi gambizzo!!!amici17",0
sto mese ho un mal di pancia assurdo che non sto in piedi porca puttana,0
"example 01: boyfriend: 'i think my girlfriend is cheating on me.' boyfriend's friend: 'yeah, bitch got a penis!'",1
"when you've just gotten married, realize you're stuck with this asshole for life url",0
"if she lets you put your penis in her vagina with no strings attached, have the common decency to treat her like a queen on her bday",1
"mention1 mention2 bravo hai detto bene infatti sei tu che difendi il nulla, se la vuoi mette in caciara con me fidati che hai sbagliato non ci casco, sti trucchetti che mi colpisci in prima persona io non mi ti inculo sia chiaro, vai ad occuparti",0
mention1 dio che troia che sei....mi fai sborrare tantissimo...,1
"mention1 mention2 ma che cazzo stai dicendo neuroleso che io gli americani e i sionisti li odio , ma che sei un fascistone di merda ?",0
blocking people is my cardio,0
stop tweeting about your boyfriend. no one gives a shit. and you're gonna break up in a month anyway womensuck,1
ma porca puttana ma squalificatelo subito,0
how butter faces take selfies url,0
"rt mention1 da  guardare quando tempoincredibile ma vero  porca puttana gobbi di merda le rivelazioni-shock di danilo nucini,",0
rt mention1 mention2 you are vileeee ,0
mention1 baldracca esibizionista fai schifo troia url,1
mention1 ?????finoalconfineporca puttana,0
"ladies, before you request a dick pic, you must send a nude first. be mindful.",1
i'm so anti social that i avoid people in my phone,0
mention1 porca puttana ! poi se lamentano che nun esistono più l'ommini veri e che nascheno pochi fiji,0
people love it when you tell them about themselves.... just because the truth hurts like a bitch doesn't mean you have to act like one,0
mention1 mention1 your bitch of a mother should of swallowed you like the whore she was,1
when you're giving her the smell test to see if it's safe to dive face first between her legs url,0
men really dont care being called a hoe or whore . shit dont bother us,1
mention1 you give me a penis boner ,1
never send a hand to do a mouth's job womensuck,1
rubbing cock on face woman with three tits,1
"good morning, i have news to break to the ' not all men ' folks. i am sorry to disappoint you but men( including your mcm) are trash",0
if i can get your mouth pregnant i'm down url,0
how retarded must you be to have a skank shave your legs  jeremykyle,0
mention1 che bel pezzo di figa...un po troppo vestita!!!?,1
i really do cuss a lot though. cunt comes out of my mouth all day. men women and children. no ones safe.,0
ve lo giuro mi farei tagliare in 90000 pezzi per i dreamies porca puttana non ce la faccio più il mio cuore è pieno zeppo di amore soltanto per loro ce n'è talmente tanto che ho bisogno di un cuore in più,0
io: dai forse non è vero che tutti mi odianotutti: no muori puttana,1
i gotta stop drinking and meme'ing ,0
mention1 ma vai a quel paese ?... no scherzo.... è il tuo compleanno.... porca puttana thomas.... ho lo spettacolo domani e ho già tripla ansia(anche per il tuo compleanno) ... ora ti ci metti pure con questo ??.... ma che ti ho fatto di male? io,0
mention1 mention2 che bella pompinara,1
cormacs such a cunt wont even let me squeeze his blackheads pussy bitch,1
"mention1 ma vi siete chiesti perché la culona inchiavabile"" non ha preso posizione..? hanno quei famosi ""300mmm di ""ragioni""... per stare zitti..!!""",1
today we found out my wife was pregnant with a girl. like a normal bitch she can't do anything right,1
ma mi spiegate come cazzo faccio se parte anche heart attack porca puttana.,0
mention1 my point is that men aren't all the cause of it mostly is but not all men and some women blame all men.,0
mention1 ive told this story many a time: first time i heard 'cunt' used against a woman was in 'one flew o url,0
lol.shut the fuck up ms 'neverwonafight' u a hoe skank slut cunt hypocritical bitcch url,1
mention1 sei una cagna,1
"they're replaceable, your time is not",0
heartbreak. the final heartbreak. helps you see what the problem is. what you need to do to get better. i need to fill that hole.,0
mention1 mention2 what are you saying? you are not daughter of ram rahim. ?????,0
mention1 ti apro tutta e ti lecco il culo e la figa mmmmmm,1
y am i the nastiest skank bitch ever to live i wanna die,0
mention1 vuoi giocare un po con me come i vecchi tempi lurida puttana?,1
girls bitch about how immature guys are and then they do shot like that womensuck,0
"have some dignity! stop using whore shit to set the standard, we got grandmother's etc. we know what real women is",0
trynna look like a bad bitch with a side of hoe for homecoming.,1
mention1 let's get weird! summertime baby! fuckbitches,1
sheesh rt mention1 bitch i wana enter every hole that you got,1
"comunque raga a causa di alcuni problemi che ho avuto e del fatto che ho messo su peso sono diventata quasi una tettona, wow",0
mention1 mention2 block me you dumb bitch. because i'll go on all day about how nurses are assistants.,1
bitch boi still doesnt know his girl still barking up my tree ,0
trying to undermine women speaking out and suggesting women lie about sexual assault.  victim blaming and rape apologising.  url,0
"ho il culo grande ma non così grande da aver un bel culo enorme, insomma sono ingrassata tantissimo ma non abbastanza da fare il giro e ridiventare figa",1
"un punto dopo queste due prestazioni, solo un fottutissimo punto abbiamo preso, non ci si crede porca puttana ladra!serenità",0
how i keep my block finger strong af url,0
mention1 ,0
mention1 women dont do cunt,0
mention1 no its for women who are being a fucking bitch,1
i've never liked mention1 and he didn't endear himself with the sean spicer bromance and stupid weistein jokes. bit of a cunt,0
mention1 e certo il testimone chiave è morto ammazzato grazie a te e quella gran culona della merkel,1
mention1 siamo in due ivan porca puttana,0
"mention1 meravigliosa, e adesso anche un po' culona",1
il prossimo concerto è il mio ma porca puttana come sopravvivrò io a due ore con harry stules e io boh sono già mortga,0
"asked this bitch where she wanna eat, she said 'porkys' and i'm done with white women man i don't care how fire the box is",1
when you spend hours doing your makeup perfectly and bae cancels on you last minute url,0
this is the kind of easter egg hunt i need url,0
ma porca puttana una volta che uno parla lasciatelo parlare! avete rotto il cazzo a jonathan e poi lo interrompete? ma vaffanc isola,0
mention1 come on box i show you my cock darling,1
mention1 visto che ora passerai il secondo tempo negli spogliatoi vedi di spiegarmi xche ti sei messo da un mese a giocare senza voglia nn corri più...che cazzo hai porca troia...??? ma vuoi muovere il culo...????,0
le frasi che dico più spesso sono o porca puttana o che deficiente boh ok,0
"porca puttana ladra schifosa ieri harry styles era nella mia città e io non sapevo nullaharry styles era a modena e io lo avrei potuto incontrare, odio tutti che vita di merda",0
response to mention1 many women suffer serious bc side effects. why so offensive to offer alternatives? url,0
when you're dropping subtle hints that you need to be eaten out url,0
jordan's so butthead it's hysterical learn how to treat a women that's why all your exs cheat on you pussy ass bitch keep trying me,0
if feminazis put the same effort into working as they did bitching about patriarchy then maybe they would actually deserve equal pay.,1
"rt mention1 rt to save someones life, it only takes a second, you dont know who'll need it yesallmen url",0
rape culture is just another millenial myth made by bloggers and instagram sluts.;;,1
"friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? me- url",0
mention1 mention2 ha anche offeso le donne gli è scappato una porca puttana..,0
"if you didn't fuck the bitch at the same time, are you really eskimo brothers?",0
mention1 troia di merda io ti farei scoppiare la casa poi vediamo se ti metti paura. a milano sono venuti giù i vetri lurida puttana antifascista che ti possa scoppiare tutta la merda che hai nel cervello. pecoraia da 4 soldi.,1
mention1 mention2 scusa ma che cazzo me ne frega di quello che vuoi tu? hahaha,0
i believe the problem with the notallmen argument is that although yes not all men disrespect women -,0
mention1 mention2 la tua figa è bellissima,1
"rt mention1  shut the fuck up and come suck my dick """,1
mention1 mention2 mention3 ti piacerebbe nel tuo culo eh troia ?,1
'cunt again? it was odd how men like suggs used that word to demean women when it was the only part of a woman they valued.',0
mention1 presente...ma meglio se me lo meni tu e poi ti sborro ?,1
"mention1 go away skank. go back to pluto, or wherever in hell you came from. alertthedaycarestaff flushthetoilet",1
yesallwomenbelonginthekitchen,1
mention1 mention2 lurida puttana! portateli a barcellona i tuoi schifosi clandestini! vieni in italia e ti sparo in testa!,1
ma di cosa porca puttana stiamo parlando zhangjing è arrivato nono voglio gridare al mondo quanto sono felice,0
mention1 e si gran bella figa ti scoperei subito,1
mention1 mi fai arrapare che figa,1
"la mia capa, una volta che sono caduta e successivamente scappata per andare a casa a cambiarmi, si rivolse alla mia collega dicendo: ma non riesce a stare proprio in piedi, eh?vaffanculo, mi mancano 2 settimane qui, se mi girano faccio fagotto.una come me non la trovi, troia.",1
mention1 ti sborro anche io così ne ho tanta e bella bianca e densa,1
you mention1 should understand most of these women want to be single moms until finances bit then they bitch mainaandkingangi,0
just when things are going good women will fuck it up. they're not happy unless there's turmoil womensuck,1
mention1 you're going 2 go 2 jail you scumbag whore. your going down in history as the most vile bitch ever rich seth will b avenged,0
"mention1 mention2 mention3 mention4 mention5 mention6 mention7 ce lha detto pure un ubriaco... ma tralasciamo. volendo poteva ucciderci, invece no, ci ha esplicitato cose strane  che non sappiamo linglese. siamo",0
che puttanone mamma mia url,1
'y'all are fucked up man. you wouldn't be doin this shit if i was white!' url,0
raga porca puttana come avete fatto a fare delle foto così belle mado le mie fanno cagare,0
mention1 un urto di nervi sia lui che il 4porca puttana quanto non li sopporto più dopo sabato,0
watching kids grow up is fun... when they're not yours,0
"mention1 babe, i wanna thank you for having such insane anal scenes. your scene from slut auditions 3 is my all-time fav !",1
gels getting overly emotional about things that don't matter? color me shocked! womensuck,1
"mi casa, su casa my house is a hoe house!!",0
ma porca di quella gran puttana maledetta di quella troia d'una gran puttana.possibile che ogni cazzo di volta del cazzo che twitto un cazzo di post del cazzo che magari rompe i coglioni a qualche cazzo di stronzo di merda mi bloccano l'ip? andate affanculo voi e chi fa per voi url,0
"mention1 mention2 mention3 what about the women who rape men and boys? oh, wait, that doesn't exist because rape laws are gynocentric...feministlogic",1
...............................'i get to rape beautiful women and that's why i like working on this project.',1
mention1 perchè davanti ai furti ormai nessun tifoso della vecchia culona si vergogna,0
but i dont like women as much  like theyre dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether,1
mention1 tettona mia bellissima,1
"go talk to your other hoes first of all, bitch youre the only one i talk to!",1
"asia argento contro il mondo.lo so, fa un po' clooney nell'uomo che fissa le capre. url",0
'oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hoe?' yes,1
successo che la mia amica non viene con me ma dopo e io ci litigherò sicuro con i miei che vita di merda  porca puttana pensavo fosse stato disdetto qualcosa ti giuro mi hai fatto stare con l'ansia per m... url,0
"if your girlfriend doesn't like that bitch, you don't talk to that bitch.",1
ashley e la tettona in tl gt;gt;gt;gt;gt;gt;,1
mention1 mention2 well answer the question?!?! did you get a dick?,0
"mention1 mention2 mention3 yeah, but who was the bitch that wouldn't let her answer?",1
mention1 mention2 porca puttana basta,0
"does your pretty friend know you're using her pics to attract people to your tinder, chubs?",0
mention1 ensure you use a closed lid with a hole in the centre.. else you'll send beans flying everywhere!,0
black woman are aggressive while white women are stupidly programmed by society to be nice damsels in distress read url,1
"there are some notorious notallmen -ers on my timeline. they completely dismiss everything women complain about because, not all men.",0
"rt mention1 sometimes i want a girlfriend, but then i quickly remember how i hate women",1
mention1 mention2 although if you slag muslims off ..you're probably get a knock at the door,0
if the dick good shes gonna agree to the you my girlfriend now statement off rip,1
vedere realmadridjuve a distanza di quasi 48 ore su jtv fa ancora male ... porca puttana nn riesco più a dormire per questa beffa al 93esimo !!!,0
"cook, clean, and deliver our awesome fucking offspring",1
"cè chi mi fa  eh sì, ti capisco ma che cazzo vuoi capire che non hai un cazzo di problema porca troia",0
"mention1 woman ,you husband was right to love his country more then you and died for it ! what a low life disrespectful cunt i think you are !!!",1
porca puttana vengono i placebo a milano e posso andare al concerto sto tremando,0
"sentite stasera aggiorno lo sweatyjohnny thread, cazzo se lo aggiorno, preparatevi porca puttana",0
mention1 ti scopo le tettone e ti sborro in faccia,1
"cereali e basta?ma porca puttana gioia mia, svegliati!?chilhavisto",0
when you join a relationship women leave this part out yesallmen url,1
retweeted drudge report (mention1 british actress becomes fifth woman to accuse of rape...... url,0
mention1 mention2 ma porca puttana che davvero?voglio morire --,0
mention1 ma che cazzo di fan siete che augurate a una tradita di tornare con il traditore.ma porca troia io auguro a giulia di trovare uno che la rispetti damellis uominiedonne,0
you have a new guy every week.... i don't even floss that often. you have a fucking problem womensuck,1
"maledetti figli di puttana, che cazzo volete fare? mention1",0
"i honestly despise women who bitch and whine about sexism and equality, yet they're being literally just as bad.",1
"like if you didnt want to have a party, don't fucking broadcast it thatstheshitidontlike womensuck",1
mention1 mention2 watching you two as my black cock grows harder and harder,1
mention1 your orange colored scumpig cunt whore god will soon go into history as the worst potus. his brainwas url,0
mention1 mention2 mention3 (ora faccio la figa di legno principessa di stocazzo) ehm scusate se dovete tubare potete staggarmi dalla conversazione? grazie,1
bambam è entrato a pescare la carta. porca puttana.,0
"mention1 mike i don't know you from a hole in the wall you're a businessman either way you can't lose, but url",0
raga ma quanto cazzo era bello con quel completo rosa porca puttana  harrystylesliveontourbologna,0
mention1 maybe if you women weren't so fucking indecisive you'd understand,1
why did women vote for trump? bitches will vote for a bitch,1
my only goal in life is to fuck at least 1 follower from each social media platform... twitter is the only 1 left... mention1 your move,0
"mention1 berlusconi bisogna avere un governo autorevole. quando c'ero io, mettevo i veti sulle decisioni che non ci piacevano, e andava bene sia alla culona inchiavabile che a quell'abbronzato di mister obama. e andrebbe bene pure oggi, a quel franc",1
"'i know. and pregnant women can be a real bitch. sadly, i know from experience. ah well. lifes no longer like that.' url",1
mention1 fidati che la mamma puttana li avrebbe presi a schiaffi se avesse saputo come trattano i gatti,1
mention1 bella tettona,1
"mention1 che poi io non sono manco tettona, considero tettone quelle con la settima in poi",0
now all these hoes talking bout they need a gucci bitch be yoself,1
the100 5 minuti che conosco ontari e porca puttana se non muore in due episodi cerco un modo e lammazzo io,0
puttana troia siamo prime mention1 e che cazzo notateci puttanelle btsworldtour loveyourself,0
you don't have to worry about angles anymore... these bitches out here face swapping with their friends tryna trick to ass,1
"porca puttana pure un articolo su sta cosa, se domani ha ancora il posto di lavoro la tipa è fortunata e tanto url",0
she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey url,1
"ieri son finite le lezioni del mio prof prefe che esordiva con 'ma porca puttana, chi è quel demente o quella demente che sta parlando? ma io non vi faccio laureare, ve lo giuro e ve lo prometto'",0
"mention1 june, sweetie, might i suggest that you tell this condescending bitch to shut her trap hole?",1
"mention1 ma che cazzo avete ancora da pubblicare pezzi di merda? ma vergognatevi invece di ringraziare che non meritate altro che uno stadio deserto! indegni figli di puttana. se volete scusarvi davvero, dimettetevi tutti dal primo all'ultimo che hanno ma",0
gf15 dai si è già capito che entra la bonazza tettona vestita di nero!ok il trash ma prenderci per scemi anche no ?,1
mention1 mention2 bella tettona,1
bitch i know you are not there url,1
"there's not a woman on here impressed by your dick-pic-as-profile-pic, guys. we get that youre proud of it but that's not sexy. put it away.",0
a bitch with fuck with a nigga just to get back at you but that shit be making y'all look like thottiessssss loose pussy hoe!!! ,1
"this is what's so worrying. at one end, asking a woman out for coffee. on the other, rape. it misses what actually url",0
"i understand why men dont like women very much anymore. i do. notallmen (right, left?) url",0
'so my fat skank sister' lmao. the kid that lives in the room next to me doesn't wanna believe his girl is still ch url,0
io che ho una paura schifosa per gli insetti scappo fuori la macchina e dico che andrò a casa a piedi.. il resto del sogno è piuttosto confuso. infatti l'unica cosa che ho chiara è mia madre che scende a sua volta dalla macchina e mi urla spaventata di rientrare,0
mention1 sul campo della vecchia culona avete perso ingiustamente contro un squadra che gioca da far schifo ha anche url entra aquella traversa chissà come sarbbe finita,0
avessi mangiato meno ora sarei in acqua porca puttana,0
lol bitch you a hoe,1
mention1 having period while pregnant first month didn't help with the diagnostic either:))))everyone though this is a hysterical woman :)),0
why do girls  have to post slutty facebook pictures along with lyrics to a terrible top 40 song? cuz womensuck,1
guarda che figlie di troie che cazzo vi mettete così vicino ma li fate respirare url,1
this bitch whom i won't name on facebook is such a shameless woman ruining a relationship. getalife stopspreadinglies hoe,1
condannare a morte anche la culona tedesca url,1
only a goofy bitch calls to tell you some violent ass shit a child wants to do with you cause of something their toxic ass said. dumb hoe,1
"let's have some fun. let me rape your wallet. you'll watch, stroke amp; thank me for abusing you like a whore! findom walletdrain paypig",1
am i piece of shit? yes. do i at least feel bad about it? absolutely not,0
not all men treat women badly. there are some really great ones and they deserve recognition. maybe this way we can show our daughters...,0
"mention1 no, you suck and the game said you were a slut.",1
rt mention1 questa cagna vuole essere anche domata.a suon di schiaffi sulle chiappe. url,1
mention1 mention2 you a hoe if there's other bitches,1
la foto è del 1973 e la culona aveva 19 anni. url,1
mention1 you are satan's whore. hell will welcome you.,1
"fellas, if you have a good girl in your life cherish her and love her, because most of these girlswomen rather play the hoe",1
you shut your whore mouth!,1
mention1 la terza carica dello stato era lì per una marchetta fatta al precedente governo illegittimouna lurida cagna razzista con gli italiani,0
"mention1 ovviamente ti faccio fare tutte le foto che vuoi se mi dai una mascherina, così arricchisci il tuo profilo da gran troia che sei. mmmmmm gnocca",1
mention1 mention2 mention3 tu resti al calduccio e fai soldi?io sarei un ietto poveraccio?tu sei solo il figlio di una grandissima troia puttana succhiacazzi che quando lo sbattono in galera piange come femminuccie.sei solo una merda della sottos,1
eravigliose labbra da pompinara url,1
i hate girls that thing they are super hot when they're ugly as fuck! womensuck,1
ho decisoooooo che sono troppo giovane per essere così complessata. non avrò mai più diciassette anni e porca puttana me li voglio godere ok,0
rt mention1 when u act interested in a story but really ur thinkin about how u ordered pizza an hour ago and it still ain't here h,0
bimba: eheheheh sesso eeheheheheh pisello eheheheheheh figa ehehehehehehalso la bimba: ma davvero le donne non hanno le mestruazioni quando sono incinta? ma alla fine come funzionano le mestruazioni?,0
"mention1 you mean she still has morals after what we put her through? let's rape her, give her herpes and call her a fame whore to everyone!",1
mention1 mention2 how about that liberal whore chelsea handler? that bitch definitely sounds ignorant!,1
erdoan vuole bombardare la siria per liberarla. ora mi aspetto che si presenti con i capelli arancioni e un puttanone al fianco.mention1 erdoan erdogan siria,1
mention1 che bella figa da scopare,1
mention1 spegatemi di buono in questi anni di governo tra sinistra e destra che cazzo hanno fatto didecente per noi! una minchia !noi popolino ci scorniamo e loro fanno il cazzo che vogliono!ma svegliamoci porca troia,0
what's the difference between a pencil arguing and a woman arguing? a pencil has a point,1
mention1 complimenti signora daniela che bel culone e che meraviglia di buchino da leccare e succhiare anche la cacca . mmmmm,1
"i'm greek and italian, i don't consider myself to be 'white'... unless i'm applying for a job, being pulled over or in court of course",0
teaching a woman to drive is like teaching a rock to swim. womensuck,1
roma romanaroma puttanai preti che girano sulla metropolitanaio ci vivrei in questa roma capocciacon in mano bastone e saccocciae faccio rime baciateun po' con l'accento romaneun po' che cazzo fatema ora vien la lirica,0
"belle 'ste maggiorate eh, ma io intera sono grossa come una loro tettona.",1
"grande real madrid , grande cristiano ronaldo , noi come al solito li affrontiamo senza palle ! vergogna ! ed ora una volta per tutte che smettano  di giocare vecchi e gli svogliati e a giugno fate mercato ...porca puttana !!!!",0
cough cough loser url,0
"most of the cases women are always the victims and the target it is systemic, so stop saying 'not all men' you're just derailing the topic ",0
god doesn't hate gays he's just mad they found a loop hole in dealing with women,1
"mention1 no è solo che mi mette ansia quando cha il mestruo  porca troia, vedi te se mi devo trovare lesorcista che mi guarda con gli occhi rossi e  mi fa male la schiena ",1
women who strive to be 'equal' to men lack ambition yesallmen,1
i wouldn't be talking to you if i just wanted to be friends. womensuck,1
mention1 puttana che cazzo vuoi,1
mention1 mention2 mention3 so yesallwomen is fine but yesallmen should burn in hell? looks like someone didn't get their way,0
mention1 well i mean by all means do you but not all men are like that!!!!,0
mention1 mention2 mention3 mention4 mention5 mention6 mention7 mention8 mention9 mention10 mention11 che sfigato. blocca per insultare senza che l'altro possa ribattere. se ha certi disagi con i social figurati,0
my friends know better url,0
"i find great peace in knowing at the end of the day, i'm the only one i truly trust",0
che cazzo twittera' la troia daria bignardi anticipiamola scommettete su sta rotta in culo mention1,1
"no, they only speak up to tell women 'not me, not all men, don't generalized us, i have never abused any woman' url",0
my favorite dm is the one i have between both my accounts... it's where i  people to block them... and i send myself dick pics,0
ma vi fate i cazzi vostri porca puttana?? avete rotto le palle finitela,0
mention1 going to be where no one will leave the house or even look at a woman because she will claim rape. url,1
mention1 mention2 mention3 i want ram mandir ; development in india. do you want both or nothing?,0
