text,misogynous
i wouldn't be talking to you if i just wanted to be friends. womensuck,1
ffs you're such a loser  url,0
domestic abuse is never okay.... unless your wife is a bitch womensuck,1
mention1 you stupid ignorant cunt,0
mention1 mention2 mention3 many women arent innocent! megyn is an attention whore who lies to keep herself relevant.,1
mention1 mention2 mention3 isn't a pussy an exit hole too? url,1
"women are bitches. 1 time, this bitch in bal asked me to fill in on higher bracket tennis league...i did  won, but hadn't ""registered"" ...",1
this bitch scrolled through my shit gave me 1 like lol petty ass hoes,1
when you eat the wrong bitches ass url,1
am i piece of shit? yes. do i at least feel bad about it? absolutely not,0
the list of people i'm going to kill when the 2017 first annual purge ensues url,0
when you get home from the bar and realize you have no alcohol url,0
mention1 good bitch im happy u got dumped u a hoe stupid bitch u ugly u gonna b alone forever stupid hoe,1
"ovide mercredi to paul schabas, 'char's a squaw. i attack indigenous women all the time. no one will notice if you rape her! rape her!'",1
how to pronounce slipknot bitch rt url mutt demur slut shrew sultana kickupafuss refute bar,0
mention1 mention2 does that mean the accounts of other women in more junior positions be dismissed as 'hysterical'?,0
mention1 cause you're a bitch and you love those situations! ,1
darlington rape verdict: attacker with hatred of women who described england as a 'bitch country' url,1
when your friend moves away to be with someone... url,0
if you are unwilling to help victims ; or survivors of rape ; domestic violence by speaking out then you have no place as our advocate. ,0
when you're out drinking all night vs when the bill comes url,0
mention1 shut the fuck up. you dumb whore.,1
calling some one 'dwight you ignorant slut' is the only thing that would make this day better url,0
"mention1 hey your awesome! we all make mistakes! if taken in context(your charater did that,) i do not believe you condone rape.",0
i put the age in savage cause i'm old af,0
but let's blame the women for being in the military in the first place eh you fucking cunt smear url,1
mention1  hey that's a fair fucking trade ,0
thots be like 'omg she's such a slut' firstofall didn't you fuck the whole football team???,1
"say you gon ride, bitch ride",1
i like to delete comments that say 'first' to assert my dominance,0
mention1 mention2 lmfao.. fasho.. you alreday kno i was doing thus hoe huh,0
the next song tried to play but bitch i ain't over fire away yet give me a minute to recover cunt,1
i swear to gawd if i see one more not all men etc shit when a woman is killed by a man and yall dont hold people accountable im fightin,0
men say women are crazy but then message them 15 times  call them a bitch  cry about being friend zoned,1
"okay ladies look, nose rings are hot. but nose studs look like boogers and make you look like a dick chugging skank womensuck",1
i try  url,0
anything that bleeds for a week and doesn't die is a monster womensuck,1
mention1 proved u can photoshop real good for a player u degenerate bitch whore,0
the savagery url,0
"brilliant, stone a woman after rape, there is no scandal. url",0
there it is!  url,0
trynna look like a bad bitch with a side of hoe for homecoming.,1
no i don't just want to be friends. why do you think i'm talking to you in the first place stupidwomen womensuck,1
hollywood glorifying being a slut mom. you never have to grow up mgtow feminismiscancer url,1
mention1 not all men are trash. but some are. just like not all muslims are terrorists. and not all women are prostitutes.,0
it's sad to see a fine girl be a hoe,1
"mention1 first of all bitch fuck u, second of all we both hoes ",1
mention1 mention2 only time of the year you look normal ya kunt,0
dumb cunt rides like a whore url,0
"says the bitch wit a hat, weave,  a full face, in her icon.... lol fucc outta here you sewer rat, gutter slut, tro url",1
a boy does everything to finish school with flying colors ; you expel him few days before his graduation? did he kill or rape anyone?,0
you hear a story about a case of a rapist and all your stupid self had to say was that it's a one sided story? a rape case????,0
"mention1 air time for men 24 hours, women 0 hours. yesallmen",1
"mention1 wrong, you slithering kunt.",0
"i cannot allow my folks to cuff no whore , not a good look fuck allat turn a hoe into a house wife shit ",1
coming onto a status about women  sexual assaultharassment to mansplain it and say that 'not all men are abusive' is probs the worst thing,1
don't know why you love da whore her pussy like open doors ,1
just when things are going good women will fuck it up. they're not happy unless there's turmoil womensuck,1
only i could get kicked out of a club for just being,0
 past me bitch you ok???? you fake ass slut url,1
'what do you look for in a woman?' url,1
mention1 same af,0
yes you're so hot but you've fucked black guys therefor you're ruined slittybitches,1
a fvcking bitch who is a hoe to everyone url,1
when you win the lesbian olympics url,0
"i mean, yes, women bare the collective shitload of constantly being objectified,  not all men are sexist creepers (all of the time)",0
she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey url,1
rt mention1 mention2 mention3 aye! make your dreams come true! ...go out there and suck a dick!,1
when you wanna eat your own ass url,0
don't tell me you have a pool of that shit ain't in the ground,0
mention1 you are a dumb cunt twit! when people start dying you should be tried for murder you asshole,0
the woman who accused nelly of rape is dropping charges: url url,0
"i'm unfollowing, i don't need this kind of negativity in my life url",0
mention1 fuck your life jump off the rmpire state building and impale your self with everybodyd hate towards you you stupid cunt,0
bri: you put in the hole- me: starts laughing like a child bri: starts laughing whoops,0
lol omg youre such a whore.  who does that sara? blah blah bitch look at yourself,1
'what do you look for in a woman?' url,1
when someone says 'happy friday' but you have no life and no plans for the weekend url,0
some girl really tryna pick a fight bc i was 'standoffish' at a conference. bitch i'm workin,1
if you still have your sexxxy halloween pic as your profile photo you're actually a full time all year round slut,1
just want me a down bitch all these hoes out here on some other shit,1
mention1 please take it to the streets alyssa! id love to see you take action as opposed to running your skank d -list mouth!,0
this is when a guy says something like i dont want to date a hoe n a woman responds with but you n your sister got different daddies bitch so...still not dating a hoe lol url,1
when someone tries to correct my grammar url,0
mention1 mention2 oh nvm i didn't know omega  okada was in a pic together bitch fuck you slutbag whore cunt,1
"mention1 'a cold, conniving bitch' and a lesbian... sorta explains why married women voted against you... schadenfreude reigns url",1
mention1 bitch come out you love to talk shit on the phone that's why i let your dad know she raised a fucking hoe,1
"mention1 mention2 not all men are bad, but you certainly are",0
mention1 i have watched you talk out of both sides of your mouth for months now. we see you. nothing but a greedy fame whore.,1
mention1 u fucking hoe we got upper because you said you wanted upper,1
"mention1 just watched the video, i thought candaces behaviour was shocking. the woman is hysterical, you did well blaire.",1
lmfao lil biddy whores prison rape bitch im whose bitch,1
"sometimes i wish we weren't cousins cs ur a bitch butttt i love u whore, you're only young once but immature for a url",1
mention1 no that would be girls womensuck,0
when you're fat but so cute that everyone loves you anyway url,0
"mention1 mention2 not all men are evil and sexist, pigs who don't give a damn. and for you to take what i said, and url",0
boo seungkwan a visual hole ???? bitch i think the fuk not svtprojectvocal pinwheel url,1
if some men think it's an unfair slur on men who don't abuse:not all men abuse we women are entitled to call out a url,0
as you get ready for the black amp; gold game today here are 5 things you can say to the person next to you to make you sound like a ram fan...,0
i didn't know dick was so fattening  url,0
normal woman degenerates into a cunt. mention1 mention2 mention3 mention4 mention5 url,1
mention1 fuck you thats my fucking boy bitch ass cunt ready to fight,1
"- beautiful women, and handsome men are less likely to be admonished by women for their advances. however, by empowering anti -rape -",1
not all men are the same......oh wait yes they are. and yes i love my bf. and yes men are still trash. fuck you pay me bitch.,0
after nearly 2 years this bitch came back to our home only to be hysterical. when will this bitch get hit by a raging bus????,1
well it's a mystery to me too url,0
"there's not a woman on here impressed by your dick-pic-as-profile-pic, guys. we get that youre proud of it but that's not sexy. put it away.",0
"dear notallmen, i invite you to be a part of the solution and not the problem. url",0
mention1 it's not just men. i read recently about a woman who was 'hysterical' after being raped. i don't kno url,0
"rt mention1 'you know, the thing is...we ate drugs so...' -my basic excuse for not doing things",0
rip fat jonah hill shitwomendontsay womensuck,1
mention1 mention2 mention3 your own source doesn't even say what you claim it does. with the exception of rape is what it says,0
you'll never be girlfriend or wife or none of that  that's my place bitch know your role and play your position  the rebound one ,1
me- i read this article about it also me- i really just read the headline and made up the rest,0
gels getting overly emotional about things that don't matter? color me shocked! womensuck,1
then da cop decides to get in da car and try to make da girl suck his dick in da backseat for what reason idk smh had to beat this nigga ass,1
jervea ass bout to really come up missing stupid hoe got me sick ,1
when the whole squad is coming over for dinner url,0
if bios told the truth.... url,0
"don't get offended ladies, men are always right",1
"mention1 ah, describing women as hysterical, how innovative, original, striking",0
mention1 having period while pregnant first month didn't help with the diagnostic either:))))everyone though this is a hysterical woman :)),0
oh my god i had no idea destiny was the same girl from the peoples couch. i thought she was hysterical on that. shahs,0
the pretty hoe really got that mexican girl hoein for her lmaaaooooo,1
"angie sure showed me. fucking cunt, and bitch ass haters from the past. but when i was hit it was by 3 men.......",0
mention1 mention2 im still not sexually active and still get called a whore or a slut all the time,0
mention1 dm daddy. show me what your doing to your little wet whore holes . show daddy how nasty of a slu url,1
mention1 in this full length fur coat calling this girl a whore  bad bitch,1
riding ur shithole like a whore fucker. conquering ur hole fucking u boipussy in all position  mak u get facial wi url,1
mention1 cause you're a bitch and you love those situations! ,1
"hoes swear a nigga switch up when he up, naw bitch we just remember all the spiteful hoe shit you was on, fuck on.",1
what would you do if a girl kicked you in the balls...  imma cunt punt tf outta hoe 'for no reason' url,1
"next time i see a woman in public trying to 'go about her day' i'll remind her that without men, this society would just be a bunch of wom",1
rt mention1 im this asshole.  url,0
"and it's irritating, just like the 'not all men' or 'but he's a good guy' argument in the face of sexual harassment women face every day.",0
when you wake up and see the drunk text you sent without using textpert url,0
waking up seeing drunk texts you sent from the night before url,0
your girlfriend lookin at me like a groupie in this bitch!,1
i'm kind of a big deal for someone who ain't shit,0
mention1 do you know how traumatizing rape is?,0
your bitch a true thot had to let her go like a cool cop shoot u and put a hole in ur head like a juice box,1
right?! it's really all i live for url,0
lifers wouldn't rape this sour faced cunt url,1
i'll never forget the time some woman called me rude for asking if she was alright for everything just cause she was on her phone haha cunt,1
when you're checking to see if the pussy is safe to eat url,1
went to mention1 stupid bitch put one in upside down one side ways. wtf 6 we'll spent cunt url,1
"mention1 mention2 i've met a few women who are complete dicks , being a dick isn't the preserve of males",1
"mention1 no no, not people. women. they're not people.",1
fake rape bitch is still crying. lol so upset he didnt get the attention he wanted. got your address btw little ra url,1
"mention1 mention2 tina, you willfully ignorant somnabulist kunt, have a beer",1
aww you're on your period?... try dealing with you on your period!,0
shoutout to all the ladies that fuck with their vaginas and not their emotions... you bitches are my fucking favorite,1
one of my coworkers just left a 3 minute voicemail on my phone singing saying life's a bitch life's a whore ( yt pi url,0
"when you find yourself in a hole, quit digging. - will rogers thestressninja lifecoaching url",0
women are stupid. they get cheated on and approach and fight the side chic. bitch who cheated on you? who? stupidity is unbelievable.,1
two months ago you were 'fat ; a whore' now y'all talk... boys ,0
when she posts about you thinking it will get you to text her... url,0
head so sloppy had to get that bitch a bib url,1
women only vote for question 6 cuz their 'best friend' is a homo or chad at the salon told them to. womensuck,1
"do you ever look at certain people and think, if i ever look like that just kill me",0
"mention1 its the muslins, you can't object to rape in islam, to do so is to insult muhammed.",0
only you hoe,0
mention1 oh haiiiiiii ,0
mention1 mention2 you lieing kunt!,1
mention1 u people mention1 r pos. liars. more fake news. u should offer 5 women to obama. w that skank wife he has he would take the offer.,1
mention1 women lie all the time about rape. it shocks me that when hollywood women get old unwanted rape and url,1
ewk man this bitch be with mad whores,1
fuck off you stupid fucking cunt oh my godddddddd,1
when you spent the last 2 days waking up in complete strangers beds url,0
mention1 you have proper right for being anal whore!,1
"stop smelling those sandwinches you hideous cock, she's escaping to the side",1
mention1 and the only one digging a hole of ignorance is you... sad. i hope you are not teaching your child hate .. but i am sure you are,0
mention1 oh yeah the good ol' madonna -whore dichotomy: where only chaste women had value and then only as pr url,0
mention1 mention2 mention3 and if you think some whore blowing a guy to get a part in a movie is rape? url,1
mention1 mention2 wow! great video. rare to find women who agree with us. thanks for the support. maledomination,1
this stupid dick head didnt say thank you when i held the door for him going into 711 so i pulled that shit close in his face when i left,0
mention1 mention2 that shit ended a long time ago bitch ass cunt ,1
friend- you really need to chill on the drinking and sleeping around me- url,0
why do husbands die before their wives? because they want to,1
"i can always tell a bitches age by her tattoos... sleeve, she's younger than me, tramp stamp, she's my age...",1
mention1 mention2 white man rape also. brock turner got caught raping a women only served 3 monthe,0
when you're breaking up with a bitch but you're a savage with a great sense of humor url,1
"lil is beautiful, gays are cute, i'm very strong, and you're stupid bitch",1
person- how are you always so happy me- url,0
they call it hb. im a hot bitch you a has been,1
mention1 you dopey kunt how did your ancestors from pakistan become muslim they where forced to join the evil url,0
when your friend owes you money but they keep checking into fancy places on facebook... url,0
yeah last week. using  yourfuckboy for now url,0
"do you know what they do to rapists in jail, dumbfuck? lol have fun url",0
'how do you live with yourself?' url,0
"i thought i saw a dead dog on the side of the road and was about to lose it, but then i realized it was just a cat",0
females be thinking they pussy fire cuz u say fuck under yo breath first of all i forgot i had a whole bitch,1
mention1 it's a nice butt. but i didn't think you were a slut. i thought you might be a 300 lb man tweeting in your stained wife beater. ,1
mention1 mention2 well that's a personal problem and obv not all men do it. women abuse power as well. not a defense.. just a fact.,1
"mention1 women blame men. not all men, but men. why? because men do it to them. it's simple.",0
"if your girl keeps a toothbrush in her car, she's a hoe",1
when you bust a nut in 30 seconds url,0
if you degrade women to make you lookfeel bigger you are a bitch lol you cant do that to men so you take it out on who you can,0
mention1 they get mad at women like us for not feeling comfortable around men alone because 'not all men are lik url,0
biiiitch lil biddy whores doofus bitch im eat my ass,1
too bad you can't get abs from laughing at all the memes you steal... i'd have a six pack by now ,0
when you're almost 30 and have run out of options... url,0
"how many feminists does it take to change a lightbulb? trick question, feminists can't change anything",1
when you're chillin and the thai food kicks in url,0
in each and every 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. give them up.,1
mention1 laugh you bitch when a family member dies we on tweeter get the last laugh you slut,1
mention1 rape a pregnant bitch call it threesome,1
i wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please ,1
asher is an idiot.. if 4 men take a woman upstairs of course theyre gonna rape her u fucking cunt,0
"i wanna care sometimes, but this 'fuck it, who cares' attitude is too strong",0
mention1 my new hoe why the whore label im gonna call million dollars whores records labe and get mind url,1
when you eat the wrong bitches ass url,1
your girlfriend lookin at me like a groupie in this bitch!,1
"remember, this the same bitch that was on fox news saying rape culture was an attack on young men. its her pussy be url",1
mention1 list fails without '50 things to think about to stop you doing your beans' by kunt and the gang,0
"pro tip- stop trying to appeal to my feelings, i don't have any",0
"rt if you've ever been fucked over by a girl. actually it's not a matter of 'if', but 'when' womensuck",1
"mention1 the movement is good, the underlying negativity behind not all men is stupid and bad.. but posts defaming all men is also bad",0
"d: did that guy just now flirt with you l: no, wait, it's not what you think d. i won't hesitate; bitch shoots down the innocent fanboy",1
white women are stupid url,1
i hate when girls use guys. we're not toys damn it! womensuck,1
"rt mention1 ""when u gonna get your license"" shut the fuck up bitch i aint got time damn get off my dick",1
talent- making people think i give a shit about their stupid fucking life,0
women drivers no survivors,1
me whenever anyone compliments me url,0
mention1 my age but wishes she was younger,0
you know you're doing something right when you got haters  url,0
mention1 mention2 true but not all men are the same and i hope you make the distinction that its not all men,0
you shut your whore mouth!,1
you know your women are stupid just like you're bitch please did i fuck you what importance do you have in my life are you retarded ,1
when you've just met someone and they start to tell you their life story url,0
"mention1 mention2 mention3 mention4 mention5 hell, this stupid bitch mention6 said i wasn't even black, but a white person in blackface just because i said the na isn't racist.",1
mention1 thanks for the follow! dm for info about upcoming meetings and events maledomination,0
"mention1 you really are a daft kunt, verhofstadt. it's called democracy, a concept you are unfamiliar with in the eu",0
"mention1 lol, you do dress like a slut :-) you look excellent.it entertains me that you have the slutty dressing covered while i do the slutty acting",1
"rt mention1 it's april fools day but i clown you bitches every day. imma take the day off, have a good day, see you tomorrow (stolen fr",0
do you ever see people in your feed and think 'lol i fucked you',0
youre not going to tell me to say happy birthday to someone that called me a cunt and a slut within the span of 10 minutes,1
mention1 mention2 mention3 if you come into a thread all notallmen you just confirm that were trash. dont be so fragile.,0
like for one bitch you aint never let me not any nigga i know fuck u been a paid hoe and you didnt get the 200 in miami butch drown,1
nah if i kiss my girl my dick gonna get hard ; im tryna fck  you sleep !! url,0
you don't go to parties with your significant other... you go to parties to try and get other peoples significant others womensuck,1
some cunt at walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt,1
glam skanks -karmabad bitch double feature official video: url via mention1,0
mention1 sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.,1
rt mention1 mention2 mention3 get a flag made and hang in front of the house,0
"mention1 i know you do, slut url",1
"dear akkorou, bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt love, dj rits",1
i've said it before and i'll say it again. don't tug on my dick unless you plan on sucking it! womensuck,1
"mention1 you drunken slut, come play overwatch",1
mention1 ur cunt would be so wet as i fucked ur slut holes x,1
yall gas eminems ass way too much for me like the way that grown ass man talks about rape and beating women is not excusable.,0
"roses are red, violets are blue. you a bitch ass hoe, and yo momma one too. mention1 yeet",1
"mention1 at least now you know, not all men like this but maybe go a lil easier on the ones shooting with w url",0
"mention1 mention2 not all men are culpable, just as all women are not innocent docile victims most times women are reas url",0
mention1 this bitch waaay to much shit to talk about athletes like your literally a professional slut stay in your lane,1
"'its not that we think you will, its that we know you could.' mention1 nails why 'not all men' is irrelevant url",0
mention1 the women act like they don't have options. yet dick is all over. when women realize there is excess men is when they stop putting up trash.,1
hoe asss bitch what the fuck,1
no one gives less fucks than a man walking around with a wedding ring on.... he's already given up on life,0
"if i invite you over to take shots, this is what you can expect url",0
why do girls follow me? all i do is make fun of them for how dumb they are womensuck,1
mention1 mention2 you forgot ram mandir,0
waking up sunday morning hungover as fuck like... url,0
pro tip- fuck your followers,0
"but the plant gets devoured by the animal, and the animal devoured by us, because nature, rather like i spoke of women before, is a cunt.",0
rt mention1 chelseahandler kimkardashian kanye kanyewest 50cent comedy lol lmao memes bruh petty funnyshit truth url,0
fox news host: lock clinton up url get this cunt pirro off the air. she is a woman hating woman.,1
girls with blonde hair and dark roots make my cock hard for some reason,1
darlington rape verdict: attacker with hatred of women who described england as a 'bitch country' url,1
you know when you're fuckin someone and you'd rather be fuckin their best friend? that's the worst,0
mention1 got these hoes thinking sharing a nigga or being a side bitch is cool ,1
i've always wanted head from a girl with a tongue ring.,0
81. bozo invites u round for a seemingly harmless sleep over but will spend all night trying to con you into sex or even rape u,0
grace is literally the most boujee girl on the planet and it's hysterical,1
mention1 we say this all the time. you should try to come to one of meetings brother. thanks for the support maledominance,0
when you know your worth... url,0
mention1 girls are attention whores womensuck,1
first of all ya dick is too mediocre to be having your ugly ass bitch come at me in such manner,1
mention1 sack up and talk to her pussy womensuck,1
mention1 i think all this salem witch hunt -style pointing of fingers by hysterical women may come to a sudde url,0
"if your girl ends it with you, don't be upset. it's not your fault. she's just a dumb sloot womensuck",1
in each and every 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. give them up.,1
"yeah, i text back in a timely manner... i'm about getting laid not playing games",0
i would fuck her brains out!,0
i'm picky af when it comes to girls... until a girl wants to bring her not so cute friend over for a threesome,1
i cant believe it took this bitch 2 weeks to ship my damn cdg fur coat fucking whore im paying you!! do your job.,0
...............................'i get to rape beautiful women and that's why i like working on this project.',1
mention1 i dont think this fat whore could even get sex from rape.,1
"'they say music can alter moods and talk to you, well can it load a gun up for you and cock it too?' - sing for the moment",0
flirting in 2016 url,0
mention1 mention2 maybe karma will eliminate the problem..shes known to be a bitch. if you hear me karma..sure be sweet if you gave mueller iron clad proof.,1
i will never understand why people cant just fucking mind their own goddamn business why you all up in my barbecue bitch foh ya cunt,1
"skrewdriver all skrewed up full album mention1 are you listening, slag? you might learn something url",0
how to pronounce bitch chameleon rt url fake fuss denounce accuse porcupine crab whore bitc,0
the best way to stay off the grid is by posting about it url,0
mention1 i'll take a blt on rye,0
mention1 maybe if you women weren't so fucking indecisive you'd understand,1
mention1 mention2 mention3 fckin clown. you clearly haven't a fckin clue how economics works. fckin inbred kunt.,0
"the only person with a vagina that i value is my mother, and even she is a dumb retard. women are only good for making babies.",1
no one gives less fucks than a grown man using a selfie stick in public,0
mention1 mention2 mention3 ... you stupid dumbass. you are a hysterical little girl.,1
rt mention1 when you first start dating vs a year later url,0
hoe just called me a chauffeur bitch i'm a shuttle driver,1
jackandjackdoingitright usavsbel new blog 'fighting for men's rights' --- have a look: usa url,0
mention1 you may see this cmention2 in england he will ram you thow.so caution on the roads url,0
the same bitch is all on my boos shit like girl bye,0
mention1 mention2 always trying to wear the pants in the family. getbackinthekitchen,1
mention1 you kunt loool,0
rt mention1 when it's friday ; you're feeling kinda thugish url,0
"not all men. rather, all men and women - - and journalists - - working in hollywood.",0
when you know you've found the perfect slut for you  url,1
chuckwoolery: lipstick on a pig. the democrat women on out numbered. if it weren't so weaselly it would be hysterical. trying to defend dnc,1
"bitches had me spending a night in jail, bitch you finna spend a night in the hospital on lzzzzzzzz ",1
"they've literally written that their degradation of women is what all men want, so someone go 'not all men' them wh url",0
looks like homecoming is soon. let the 'girls fucking over guys' begin! lameexcuses womensuck,1
no girl is even capable of developing morals until they get the slut fucked out of them. welcome to my generation,1
"mention1 you mean she still has morals after what we put her through? let's rape her, give her herpes and call her a fame whore to everyone!",1
mention1 mention2 never ok. it's just that women complaining were seen as hysterical or delusional while men were url,0
mention1 mention2 you are living in world of illusions.....no ram mandir and dara 370 will not be removed before elections in 2019.,0
female logic: 'i have to go through my hoe phase before i can become a real women and be in a relationship.',1
mention1 you evil kunt,1
only a goofy bitch calls to tell you some violent ass shit a child wants to do with you cause of something their toxic ass said. dumb hoe,1
when you're flexin on these bitches url,1
i thought my penis made me me but whatev url,0
"when you think you finally found the one, then you find out he cries after he cums url",0
"i don't know why women wear watches, there's a perfectly good clock on the stove. womensuck",1
"mention1 mention2 what a stupid bitch , talks utter shite this woman . pure fucking evil too .",1
dick still big tho  url,0
mention1 you are a hysterical idiot. someday you might realize it but i doubt it.,0
you stupid fucking whore mom,1
fucking slut. i knew you were cheating on me. url,1
"i know you liked how that pussy taste first of all, i dont have tastebuds bitch",0
"girl- can i have your number? me- sure girl- can i friend you on facebook? me- oh god no, that's entirely too personal",0
mention1 mention2 bitch shut the fuck up,1
if you feel like we have to talk everyday for us to be friends then bitch bye ,1
before i rip you a new asshole vs after url,1
was called a slut and a whore because i wore shorts to school during the summer. url,0
mention1 men are so stupid they can't tell the difference between a wink and rape!,0
mention1 mention2 mention3 you're a cunt for judging women by what they chose to do. hate to break that to you.,0
my 20' vs my 30's url,0
"mention1 there are men who make women cry and then complain about hysterical, irrational females. url",0
rt if ur a shemale dom or a sissy looking or willing to do realtime anal!u have to be the giver this bitch only takes like a slut! mention1,0
darlington rape verdict: attacker with hatred of women who described england as a 'bitch country' url,1
mention1 gntlement must know treat their women like princess not like whore ehehe,0
mention1 not all men feel the need to attack women you know. have you attacked the women you work with???,0
tell you one thing-- i've seen more'n enough dick and balls tonight to last me a lifetime.,0
"'hey i've been raped before' uh excuse me?? how dare you act like every man you've met has raped you?! ur tone is so harsh, ugh not all men",0
my sister it's nobraday to raise cancer awareness not for you to hoe ,0
the woman who accused nelly of rape has dropped her case. url url,0
nelly should beware of other woman now trying to accuse him for rape .. ladies after this lady because if one does it others will try it too,1
how can you not engage? as enraging as it all is... fuck it all off i say. turn off the power. reset. reboot. escape the cunt booth.,0
mention1 wow life institute use really sexist language (hysterical woman!!!). women speaking now means rantin url,0
"mention1 many more are talking about impeachment. many, many more. in case you forgot. collusion, rape, obstruction of justice, profiteering. losing.",0
bob corker is a bitch boy sniveling cunt ass sore loser that throwing elitist bs all around trying to be relevant. url,0
best gift ever  url,0
"rt: the woman who accused nelly of rape has dropped her case. url url october 14, 2017 at 08:31",0
i like to fuck meme makers and never talk to them again just so i can see the angry sub posts... i'm an asshole like that,0
no one fucking assumes rape is gonna happen you stupid lil bitch url,1
"guys who call me or others who're, slut, bitch, cunt or whore don't deserve my attention or time. i won't date you.",0
my sexting be so fuckin hot that i turn my damn self on,0
you a bitch an a whore you make us look stupid bitc...  well u look stupid rn lmaodjdh url,1
call me daddy while you're choking on my cock,1
corporate whore meets confident slut. wants  desires here mention1 url,0
this fat bitch be really trying it when it comes to my kids i just wanna drag that fat whore,1
whats up bitch ass bitches and skank ass skanks,1
"- beautiful women, and handsome men are less likely to be admonished by women for their advances. however, by empowering anti -rape -",1
"just so you know, i'm a righteous dick cheney impersonator, which is not like a thing or anything.",0
what is the difference between a woman and a catfish? one is a bottom feeding scum sucker and one is a fish,1
mention1 im going to call you an old cunt everyday from today,0
mention1 and i'd rather shove the fat side of a wine bottle up your ass... we all have our preferences ,1
mention1 mention2 you are the lowest kind of skank to attack a gold star widow. based on your tweets i url,0
mention1 mention2 she a nasty skank hoe who would fuck her wolf pussy anyway ?,1
rt mention1 mention2 i am flattered tbh. i got an orgasm just by thinking of it you really are good at this.,0
rt mention1 mention2 mention3 aye! make your dreams come true! ...go out there and suck a dick!,1
"'. . . you mean a beautiful being? yea, then. if not, no. you're not a skank.' url",0
also keep my name out of ur hoe ass mouth i literally refer to u only as cunt and bitch,1
"a reminder, this is a parody account, used for entertainment. tweets should be taken almost as seriously as we take yesallwomen tweets",0
it's like it's always the ones you care for the least that be talking so much shit like bitch i'm not even paying attention to you lil whore,1
why womenboycotttwitter? because you act like ms. whore.,1
the 'i'm such a feminist' niggas will 'not all men' you to death. lmao,1
rubbing cock on face woman with three tits,1
mention1 sir why you are brewing frustration of gurudaspur on lord ram,0
you've been dating for three days. 'i love you' shouldn't even be in your vocabulary. clingyassbitches womensuck,1
mention1 can u report dogshit retard link me after u beg ur fucking terrible u foreign cunt u sound like a woman fucking funder,1
thetalk is the typical sexist bigoted all-female show that berates males. end misandry today! men are fighting!! url,0
"press news blog army sex once a month, a man of action is highlighted. check it out today. url",0
mention1 upload you skank,0
rt mention1 i'm just a materialistic narcissist who enjoys a life of leisure. ,0
woman that tell guys 'i just wanna be single for the summer.' are just trying to whore around. don't come crying to us guys come fall!,1
want to know what's really 'problematic' ?? women freaking out over nothing! triggered idiots,1
please stop labeling women hysterical crazy mad we are full of rage and grief.,0
"i understand women are frustrated with rape culture but not all men are pieces of shit , we may cheat but some of us have daughters",0
mention1 shes such a whore on insta! id own her holes forever!,1
michael imma fkn rip you up if dont stop taking all the internet to stream porn or anime amp; stop walkimg around w your ass out you fat cunt,0
"i look in her eyes, ; it's clear the girl ain't here. she's already in 1st class on the mothership. bitch! gimme that damn watchtower!",0
an hour into 'paycheck ; bills' and you realize you really need to start selling drugs url,0
i'm my only liability,0
"i am not a morning person  i keep to myself because of it, you wanna be a smart ass  gimme attitude?? imma be a kunt to you",0
her- what should i call you me- url,0
mention1 mention2 mention3 what a skank lolol you wake up waiting for me to tweet lolol pathetic lol ,0
why do some men treat women like they're nothing but a pile of whore's that only want to have sex and do nothing else?,0
well damn. bitch said dwarf women lmaooooo url,0
talent- meeting up with complete strangers for sex,0
if you think i fuck with that hoe then you a fool,0
someone's grandmother out here tryna get shot tf up url,0
mention1 this cunt? probably blames women for getting raped,1
her : gucci is a real men he married is girl first of all that was clone gucci so bitch that hole shit was fake,1
"mention1 mention2 mention3 i can't help suspecting it's deliberate. if we women are hysterical, conf url",0
it snowing. you ladies better start shoveling! equalrights womensuck,1
this is when a guy says something like i dont want to date a hoe n a woman responds with but you n your sister got different daddies bitch so...still not dating a hoe lol url,1
i hate it when waitresses call me 'sir'... like yeah bitch that's what i wanted with my lunch... a hard fuckin dick,1
you wore the yoga pants on purpose! you know us guys are gonna stair so stop getting all pissy! womensuck,1
"dear akkorou, bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt love, dj rits",1
what is the difference between a woman and a catfish? one is a bottom feeding scum sucker and one is a fish,1
"mention1 mention2 mention3 shut the fuck up, you stupid ass bitch",1
pro tip- keep my name out ya fuckin mouth,0
some guys get so bent out of shape when you dont reply to them its hysterical.,0
hahahahahapleasekillmehhahahahhahahahaha  url,0
"mention1 sorry sweetie, but women are the causes of all problems",1
mention1 stupid skank !,1
not all men but like... its a solid 78 of you guys,0
i dont really appreciate some of you that participated in fine women friday ; this is my personal opinion though  your granny a hoe...,1
"rene lavice, jareth - let you go (ram) drumnbass url",0
bitches fav line is am i supposed to be scared? listen here lil bitch you dont have to be scared to get your ass beat. so wassup,1
anyways the big boobed bitch was also a lowkey whore but nobody knew except our mutual friend who had also told me what she had done,1
